"","overall_rating","full_name","age","height_cm","weight_kgs","potential","value_euro","wage_euro","preferred_foot","ir1","ir2","ir3","ir4","ir5","weak_foot_1","weak_foot_2","weak_foot_3","weak_foot_4","weak_foot_5","skills_2","skills_3","skills_4","skills_5","work_rate_LL","work_rate_LM","work_rate_LH","work_rate_ML","work_rate_MM","work_rate_MH","work_rate_HL","work_rate_HM","work_rate_HH","release_clause_euro","club_rating","club_jersey_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","freekick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","marking","standing_tackle","sliding_tackle"
"11291",70,"Bart Nieuwkoop",23,154.94,74.8,75,2e+06,6000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2900000,75,2,68,34,66,66,35,64,46,45,70,70,75,80,63,65,70,65,84,75,70,41,74,66,52,62,42,65,66,70,66
"11292",85,"Daniel Carvajal Ramos",27,172.72,73,86,36500000,205000,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,77600000,86,2,84,41,70,83,34,78,74,47,74,84,80,85,81,84,83,64,76,89,74,36,84,83,72,70,45,82,83,83,85
"11293",78,"Vinícius José de Oliveira Júnior",18,175.26,73,92,20500000,70000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,54800000,86,28,71,70,50,73,71,82,77,62,66,81,92,94,93,70,84,74,74,79,64,68,48,26,76,71,65,77,32,25,18
"11294",73,"Famara Diedhiou",26,187.96,79.8,76,5e+06,35000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9900000,70,9,33,76,79,57,63,66,53,33,35,68,53,65,60,64,58,76,60,55,87,59,63,22,79,50,75,61,35,22,16
"11295",76,"Milot Rashica",22,152.4,73,83,1.1e+07,25000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20900000,77,11,76,70,50,68,68,80,71,61,64,77,93,86,90,70,77,79,41,75,57,72,67,26,70,70,45,72,53,29,36
"11296",73,"Jonathan Schmid",28,152.4,78.9,73,3200000,19000,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5700000,74,17,75,66,57,73,63,74,76,77,62,75,77,79,77,74,79,74,65,79,73,67,77,69,73,70,63,71,66,68,67
"11297",74,"長友 佑都",32,170.18,68,74,3700000,40000,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7e+06,76,55,72,46,57,72,45,65,64,36,63,68,89,75,89,71,91,51,79,78,57,53,67,74,67,59,44,66,71,75,72
"11298",69,"Kevin Stewart",25,154.94,73,72,1100000,10000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2200000,70,6,56,51,64,68,25,64,41,29,65,68,67,63,68,65,68,64,70,66,72,61,72,68,61,63,44,62,65,72,68
"11299",62,"Omar Marrufo",26,170.18,68,65,375000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,647000,68,15,56,58,64,62,51,62,57,54,55,66,76,76,84,48,78,63,50,67,56,52,53,29,57,55,54,62,25,50,57
"11300",60,"Erten Erenler",25,152.4,67.1,65,230000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,477000,69,33,30,21,57,37,26,33,33,30,30,41,61,55,46,55,74,44,68,63,38,20,50,64,23,32,39,45,63,76,67
"11301",77,"Marco Benassi",24,182.88,79.8,82,11500000,45000,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20400000,76,24,70,66,68,80,70,78,68,64,76,78,67,68,74,72,68,80,68,79,75,76,74,72,76,74,52,72,71,74,70
"11302",56,"Sam Long",24,152.4,74.8,63,110000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,215000,66,23,42,27,59,50,29,38,35,26,47,54,69,67,67,57,61,35,73,55,70,26,55,53,41,46,24,54,48,60,57
"11303",60,"Chris O'Grady",33,190.5,78,60,170000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,298000,63,10,39,61,67,42,56,48,44,35,43,48,54,50,45,63,42,67,83,68,85,53,80,38,63,58,65,64,33,32,18
"11304",70,"Erik Godoy",25,182.88,78.9,77,2100000,6000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2723889.1,67,22,69,30,66,66,32,45,33,28,51,56,63,66,52,64,52,40,76,75,82,26,79,64,26,30,40,53,66,69,67
"11305",54,"Juan Barinaga",18,182.88,77.1,73,120000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,249000,68,33,47,27,49,37,26,49,39,39,38,38,72,65,59,60,61,29,63,72,59,26,60,51,44,35,46,37,48,52,53
"11306",65,"Kebba Ceesay",31,154.94,73.9,65,4e+05,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5e+05,63,4,58,49,55,56,43,59,49,36,59,63,77,85,72,60,69,51,81,83,76,48,75,62,57,48,59,54,60,63,64
"11307",75,"Christian Maggio",37,182.88,78.9,75,775000,4000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1200000,71,11,77,67,74,74,79,70,71,55,72,77,68,72,74,76,68,75,86,79,77,69,72,67,74,58,57,78,74,75,75
"11308",62,"Alberto Redondo Guijarro",21,182.88,67.1,72,425000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,978000,77,36,58,31,57,56,28,50,32,30,23,60,64,53,48,63,66,24,57,61,50,25,54,64,47,32,36,42,54,69,66
"11309",65,"Jacopo Petriccione",24,185.42,74.8,71,725000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1300000,68,4,63,49,63,74,39,64,50,42,72,70,58,53,59,63,68,57,63,34,60,46,61,55,65,64,49,57,50,58,58
"11310",69,"Etzaz Hussain",26,175.26,68.9,72,1300000,4000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1700000,68,16,58,62,49,71,62,70,69,63,67,69,73,68,78,67,79,69,68,79,54,62,69,65,68,68,65,58,61,63,64
"11311",66,"Fatih Serkan Kurtuluş",29,154.94,73.9,66,5e+05,4000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,975000,68,21,66,49,67,63,47,67,47,54,65,63,68,69,61,64,66,53,66,66,70,36,64,57,50,58,49,47,55,69,69
"11312",56,"Keane Lewis-Potter",18,175.26,74.8,70,180000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,455000,70,34,31,59,63,48,38,44,40,31,29,54,67,60,63,51,73,46,66,54,56,50,36,14,59,49,53,48,13,13,19
"11313",70,"Reto Ziegler",33,182.88,79.8,70,1e+06,5000,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1500000,69,3,73,55,66,71,55,66,74,72,72,71,61,63,51,62,60,75,64,70,73,71,70,69,66,70,68,70,70,72,70
"11314",66,"Łukasz Burliga",30,185.42,81.2,66,475000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,641000,65,8,62,60,48,62,43,58,59,44,57,62,70,76,72,62,63,52,71,75,82,50,91,70,63,55,53,61,63,66,63
"11315",80,"Tanguy NDombèlé Alvaro",22,154.94,76.2,89,22500000,51000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,47300000,79,28,67,59,56,83,59,86,67,63,79,84,84,76,83,80,84,80,63,78,78,70,81,73,70,79,60,84,66,73,69
"11316",70,"Leobernardo Cáceda",31,190.5,88.9,70,1926500,10200,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3821800,73,3,25,20,65,49,25,33,25,24,39,49,58,61,40,64,43,36,55,57,87,21,76,66,34,25,36,45,69,73,72
"11317",71,"Renato Neto Cardoso Porto",27,185.42,83,72,2700000,13000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4300000,72,14,68,53,74,74,60,67,63,66,76,72,46,48,53,64,51,82,48,48,86,72,81,72,72,70,74,75,74,73,65
"11318",72,"Simão Mate Júnior",30,152.4,76.2,72,2400000,5000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3e+06,64,23,43,39,60,68,52,59,43,35,63,65,74,75,68,70,73,57,83,74,77,49,80,75,37,51,46,74,70,78,73
"11319",83,"Aleksandar Kolarov",33,187.96,81.2,83,14500000,80000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24700000,80,11,90,60,80,78,64,80,85,88,77,77,74,73,63,86,58,95,80,85,77,86,86,82,78,77,80,90,82,83,81
"11320",53,"Cameron Coxe",20,154.94,69.9,68,110000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,289000,73,36,44,20,40,43,27,55,30,31,41,54,68,64,56,48,66,32,59,53,56,25,50,54,45,33,27,36,47,55,53
"11321",57,"Babacar Dione",21,167.64,62.1,66,160000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,264000,67,17,33,57,49,53,50,65,43,29,42,63,66,58,63,48,74,61,65,49,49,53,28,13,49,55,62,47,16,14,17
"11322",70,"Chris Mepham",21,190.5,74.8,79,2400000,20000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5e+06,77,33,29,22,58,66,24,56,25,31,54,66,64,65,51,66,64,33,74,66,74,24,68,68,28,53,42,64,69,72,72
"11323",64,"David Enagnon Kiki",25,154.94,76.2,68,5e+05,2000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,694178.3,65,5,61,54,63,62,44,62,50,37,59,60,73,77,68,58,65,58,70,76,70,42,68,60,52,48,38,60,55,63,61
"11324",67,"Kolja Pusch",26,154.94,76.2,70,950000,5000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1170009.6,65,31,45,61,56,70,71,61,65,62,62,69,67,68,74,68,71,58,71,78,66,59,51,60,63,67,56,62,52,57,48
"11325",68,"Javier Arley Reina Calvo",30,172.72,69.9,68,875000,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1200000,68,7,65,59,51,66,63,69,65,68,63,67,80,81,83,66,78,68,72,55,56,66,39,46,66,66,60,68,43,39,35
"11326",73,"Rouwen Hennings",31,154.94,79.8,73,3900000,26000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6900000,73,28,61,73,67,64,68,66,68,66,56,69,66,69,63,73,68,82,74,85,78,73,78,36,72,59,70,69,38,35,34
"11327",71,"Marvin Matip",33,185.42,84.8,71,1400000,15000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2200000,70,34,49,39,74,59,34,46,42,47,62,58,67,68,65,70,60,66,82,70,76,47,73,70,41,48,44,71,70,69,64
"11328",70,"Jessy Pi",25,154.94,73.9,75,2e+06,12000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3462750.1,69,6,51,52,58,73,48,66,56,55,70,66,64,69,76,70,72,65,54,80,71,62,67,69,56,66,57,62,64,65,60
"11329",58,"Ali Koiki",19,154.94,69.9,66,140000,3000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,395810.6,62,29,52,32,52,49,30,54,44,34,41,56,70,66,54,51,67,41,52,63,53,28,57,56,48,39,41,45,54,59,56
"11330",70,"Oscar Lewicki",26,170.18,68,72,1800000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2500000,70,6,45,50,66,65,49,57,56,45,64,66,62,60,83,64,85,64,93,86,70,56,80,70,65,65,48,65,79,65,71
"11331",68,"이동국 李东国",39,187.96,83,68,260000,4000,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,338000,69,20,65,74,67,58,83,58,80,70,58,64,33,54,29,70,63,68,74,38,67,67,44,33,75,67,86,72,32,15,16
"11332",55,"Kazuki Yamaguchi",23,154.94,49.9,61,120000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,174000,64,26,41,56,27,44,39,64,59,31,41,61,73,68,94,55,91,42,52,55,26,51,26,21,51,48,55,56,21,21,13
"11333",64,"板仓 晃",22,185.42,74.8,72,575000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,978000,69,17,30,16,67,66,24,55,30,40,64,65,73,75,63,55,49,64,79,62,72,24,64,58,41,49,38,52,54,63,58
"11334",74,"Davidson da Luz Pereira",28,152.4,62.1,74,6e+06,10000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12600000,74,91,70,67,53,72,58,78,70,66,62,76,73,76,78,74,73,64,66,74,60,63,45,30,73,67,58,68,31,35,40
"11335",67,"Borja Viguera Manzanares",31,182.88,76.2,67,675000,4000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1100000,69,25,46,66,70,56,62,68,70,69,61,69,69,64,63,58,62,72,74,55,73,67,50,25,65,58,80,61,28,24,17
"11336",55,"Sam Raben",21,182.88,74.8,62,110000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,187000,69,18,30,21,46,34,24,26,31,24,33,42,61,57,48,49,56,31,73,55,62,22,58,56,24,32,29,43,49,59,56
"11337",69,"Christian Schneuwly",31,152.4,73.9,69,1e+06,8000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000,66,19,65,67,52,66,61,66,59,63,67,68,66,73,70,64,61,68,70,81,64,66,45,54,75,71,58,65,60,54,50
"11338",68,"오범석 吴范锡",34,154.94,77.1,68,350000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,438000,66,14,65,53,56,65,53,61,52,51,63,65,69,70,68,71,66,65,76,75,80,66,71,68,59,68,67,63,69,69,64
"11339",64,"Ibrahima Savane",25,154.94,71.2,68,5e+05,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,913000,65,29,66,33,44,64,35,58,63,31,63,57,84,79,69,47,66,47,57,69,68,35,55,58,47,33,34,49,54,67,63
"11340",61,"George Maris",23,154.94,74.8,72,425000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,829000,61,18,53,57,55,60,48,60,42,43,59,60,66,67,64,60,65,54,60,75,60,56,36,56,54,63,54,48,54,55,51
"11341",74,"Temitayo Olufisayo Olaoluwa Aina",22,182.88,82.1,83,7500000,47000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13897184.5,77,34,68,50,64,73,58,72,62,47,68,71,89,88,75,66,77,72,73,78,77,68,65,72,60,63,49,69,66,73,73
"11342",74,"Ante Ćorić",21,175.26,59,84,9e+06,34000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17100000,80,19,71,64,34,74,56,76,67,71,66,77,78,66,82,71,84,68,55,73,49,71,41,27,70,75,58,70,44,31,24
"11343",61,"Marko Kolar",23,185.42,77.1,67,350000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,543000,65,24,35,64,62,59,46,59,42,30,38,57,67,66,59,47,58,62,69,63,70,57,34,14,57,46,57,58,24,17,16
"11344",69,"Alexandre Bonnet",32,172.72,64.9,69,925000,4000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1600000,67,17,74,53,46,69,54,71,71,70,66,66,76,75,87,57,81,70,34,79,50,74,43,52,60,68,66,67,32,30,21
"11345",52,"Abdulaziz Al Moghir",22,175.26,69.9,60,60000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,111000,67,2,23,21,50,47,21,36,31,21,36,55,51,62,47,48,75,37,74,57,60,24,45,46,20,28,34,39,46,52,53
"11346",64,"Matthieu Fontaine",31,185.42,83.9,64,3e+05,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,525000,65,29,62,26,71,64,11,18,54,34,63,55,49,54,49,57,58,44,77,66,78,22,47,56,43,52,34,49,61,64,62
"11347",73,"Marvin Knoll",28,182.88,81.2,73,3400000,14000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5400000,70,5,69,38,73,73,49,59,78,83,65,67,72,76,73,73,66,80,87,79,78,69,73,68,57,66,67,65,75,76,69
"11348",66,"Raimundo Rebolledo",21,170.18,63,70,7e+05,2000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1e+06,71,21,62,23,58,64,25,63,33,28,60,65,72,72,63,65,67,24,62,73,65,22,51,62,61,35,37,62,64,65,63
"11349",53,"Caleb Richards",20,182.88,78.9,68,110000,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,278000,72,43,43,28,40,39,22,54,25,29,23,38,72,66,63,46,58,24,60,65,64,25,53,47,39,33,32,34,57,56,53
"11350",62,"Andy Taylor",32,154.94,76.2,62,170000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,298000,63,3,65,37,53,62,42,55,69,65,60,58,48,53,50,60,68,64,64,66,69,44,72,62,57,58,43,59,63,64,63
"11351",70,"Pietro Iemmello",27,152.4,73.9,73,2200000,4000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3349538.5,68,9,56,72,62,62,64,65,64,58,52,72,77,80,74,64,73,65,67,79,69,56,30,20,76,57,66,66,21,15,14
"11352",66,"Jeff Hardeveld",24,182.88,74.8,70,7e+05,2000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1100000,68,34,60,31,61,64,32,66,64,56,60,62,64,63,60,63,58,59,67,52,70,36,62,69,48,45,64,67,65,64,67
"11353",60,"Nicolas Lüchinger",24,175.26,68.9,67,240000,2000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,396000,65,50,49,17,41,49,23,68,51,39,38,66,72,74,63,64,73,40,77,68,69,27,53,55,54,35,36,47,58,58,57
"11354",68,"Michael Smith",30,154.94,71.2,68,675000,4000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1200000,67,2,64,38,55,65,35,62,55,43,60,65,79,79,74,61,81,42,78,76,75,49,63,62,53,57,39,65,67,69,66
"11355",50,"Ryan Law",19,152.4,68,68,50000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,119000,65,33,46,27,41,28,23,54,26,32,20,35,65,55,52,48,73,24,58,62,45,25,53,54,45,31,32,31,42,52,49
"11356",65,"Amor Layouni",26,190.5,79.8,66,650000,1000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,861000,62,20,62,55,56,59,62,68,58,45,49,65,76,78,67,63,50,64,39,75,71,61,32,26,62,62,54,57,38,31,30
"11357",71,"Rúben Micael  Freitas da Ressurreição",32,175.26,69.9,71,2e+06,5000,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4300000,70,15,73,64,59,76,67,72,80,74,72,75,62,58,72,70,74,74,59,50,60,69,69,56,73,78,68,74,47,54,40
"11358",64,"Prince Osei Owusu",22,190.5,87.1,72,675000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,916334.8,63,13,36,65,67,50,44,52,30,31,35,56,69,76,50,62,49,71,63,65,81,49,63,32,63,55,61,51,35,32,26
"11359",76,"Yusuf Yazıcı",22,182.88,73.9,83,1.1e+07,22000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24200000,71,97,77,71,68,76,68,78,79,76,70,77,70,75,76,68,69,78,55,80,69,75,68,40,74,76,60,73,38,54,45
"11360",62,"Craig Sibbald",23,170.18,69.9,68,425000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,829000,64,10,50,55,38,66,52,68,61,63,60,63,76,73,82,51,76,56,55,69,47,40,40,26,56,55,40,62,34,36,35
"11361",70,"Steven Birnbaum",28,185.42,81.2,72,1700000,5000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2700000,70,15,33,30,73,57,29,46,30,26,51,60,44,48,41,68,54,41,83,83,79,25,79,66,28,35,35,61,70,65,64
"11362",70,"Fidel Chaves de la Torre",29,154.94,73.9,70,1800000,7000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2900000,72,16,66,67,46,65,58,72,67,65,62,71,74,74,77,73,74,72,71,61,58,66,65,35,75,67,72,65,43,21,35
"11363",65,"René Klingenburg",25,187.96,79.8,69,7e+05,2000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1100000,64,17,54,65,61,66,60,62,43,40,62,66,54,55,62,65,63,67,63,72,78,62,67,56,62,61,56,51,58,58,51
"11364",61,"Ali Lajami",22,152.4,74.8,72,375000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,694000,65,78,47,30,61,60,38,52,32,35,57,45,76,79,76,55,74,52,66,64,67,44,57,58,48,46,34,45,56,64,55
"11365",69,"Steven Caulker",27,190.5,77.1,72,1100000,7000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2300000,72,44,45,28,73,62,17,40,59,25,65,63,66,71,65,60,55,42,70,57,81,23,62,65,25,43,50,75,68,68,69
"11366",68,"Torgil Gjertsen",26,175.26,73.9,69,1100000,2000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400000,64,7,60,65,49,63,68,70,65,56,51,68,86,78,90,64,85,68,43,73,47,65,46,51,67,63,55,67,43,53,48
"11367",71,"Julián Velázquez",28,182.88,79.8,73,2300000,13000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4100000,71,2,44,41,73,50,36,50,36,35,48,50,64,71,67,62,50,61,73,70,77,32,72,64,36,48,48,64,73,71,79
"11368",58,"Christian Mbulu",22,187.96,86.2,69,190000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,371000,66,21,24,24,60,27,25,46,22,24,22,48,62,60,47,49,38,30,68,63,78,23,64,54,20,32,39,44,56,58,55
"11369",70,"Juan Carlos Valenzuela Hernández",34,152.4,77.1,70,550000,11000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,935000,71,6,56,35,68,63,51,49,41,48,50,59,64,64,63,63,56,55,81,61,75,34,69,69,38,55,53,68,68,72,71
"11370",63,"Adam Craig Chambers",38,152.4,71.2,63,120000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,210000,64,7,49,37,61,65,43,55,40,46,61,64,55,55,60,67,75,60,73,85,78,44,78,65,42,59,47,67,68,67,66
"11371",71,"Néstor Ezequiel Ortigoza",34,154.94,78,71,950000,10000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1400000,71,10,62,46,61,78,34,62,56,67,78,74,35,33,51,72,57,73,32,41,88,51,82,71,65,77,80,74,67,60,57
"11372",68,"Alon Turgeman",27,152.4,73.9,69,1e+06,8000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1600000,68,26,39,69,64,50,53,64,41,30,30,68,71,77,69,58,68,68,64,80,76,59,32,14,72,46,62,51,32,16,19
"11373",56,"王献钧",18,182.88,69.9,74,170000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,472000,64,18,33,34,40,62,34,42,31,32,40,51,63,69,71,62,62,49,59,49,59,32,78,58,37,52,39,38,51,56,47
"11374",77,"Dušan Basta",34,182.88,72.1,77,3400000,41000,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5800000,80,8,75,58,72,76,64,74,72,66,74,77,74,75,70,75,68,77,70,77,69,75,72,82,66,56,55,75,74,77,75
"11375",59,"Sambou Sissoko",19,152.4,68,76,325000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,853000,73,14,51,40,53,64,34,62,46,28,58,63,74,72,68,54,73,49,60,66,64,43,61,55,46,57,42,53,57,62,64
"11376",68,"Enrique Márquez Climent",29,175.26,72.1,68,9e+05,3000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1400000,68,10,70,67,44,68,48,72,74,75,62,69,69,66,72,57,72,75,67,54,59,58,76,26,68,69,76,60,40,38,28
"11377",65,"Abdulmajeed Al Sulayhim",24,170.18,63,68,575000,6000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1e+06,69,8,51,49,53,67,46,66,68,64,65,70,78,68,92,66,88,57,79,77,58,51,59,60,61,61,41,62,61,61,62
"11378",63,"藤田 直之",31,175.26,72.1,63,325000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,406000,67,5,64,44,41,68,33,53,45,35,62,64,58,53,65,66,69,55,59,66,68,58,53,58,47,62,43,47,41,61,55
"11379",71,"Javier Moyano Lujano",33,154.94,73,71,1300000,12000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2900000,74,17,61,33,58,63,45,58,62,53,49,66,79,77,75,68,69,63,75,79,74,51,65,71,56,52,46,59,68,71,72
"11380",66,"Martin Angha",25,187.96,78.9,72,750000,7000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1200000,68,20,65,30,67,62,33,62,55,33,52,66,70,72,66,58,51,45,74,76,82,36,66,55,54,35,38,64,65,64,64
"11381",65,"Francisco López Manzanara",22,182.88,72.1,75,775000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1800000,76,27,46,49,56,71,42,62,34,32,65,71,66,64,65,59,65,56,71,65,45,54,56,65,47,50,39,63,66,67,63
